en,de
"these consist in: to continue and update the spes „social indicator table“ for germany to organize seminaries and workshops in social indicators research to contribute to the „data report“ („datenreport“) to edit a newsletter or „information service social indicators“ („informationsdienst soziale indikatoren“) scientific counselling and writing of expert opinions international co-operation, as e.g. in the international society for quality of life studies (isqls) to organize research projects, as, for example of a project to develop a system of european social indicators noll taught at the universities of mannheim and heidelberg, the university of tartu, the université fribourg, the università degli studi di firenze and the école nationale de la statistique et de l'administration économique in paris.","dazu gehören: die weiterführung des spes-sozialindikatorentableaus für deutschland die organisation von seminaren und fachtagungen zu sozialen indikatoren die mitarbeit am „datenreport“ die herausgabe eines newsletters oder „informationsdienst soziale indikatoren“ die wissenschaftliche beratung und erstellung von gutachten die internationale kooperation, wie z. b. in der „international society for quality-of-life studies“ (isqols) durchführung von forschungsprojekten wie z. b. eines projekts zur entwicklung eines systems europäischer sozialindikatoren noll lehrte an den universitäten mannheim und heidelberg, der university of tartu, der université fribourg, der università degli studi di firenze sowie der école nationale de la statistique et de l’administration économique in paris."
in 2011 he also contracted leipzig-based band flimmerfrühstück and produced their 2011 record in allen meinen liedern along with swen meyer.,"2011 folgte die leipziger band flimmerfrühstück, die er zusammen mit swen meyer produzierte."
"some twisters inflate their balloons with their own lungs, and for many years this was a standard and necessary part of the act.","einige twister blasen ihre luftballons selber auf, was während vieler jahre standard und teil der vorstellung war."
"in 1982, there was a 700-year jubilee celebration which involved the dedication of a few tourist attractions.","1982 wurde eine große 700-jahr-feier begangen, in deren rahmen auch einige touristische anlagen eingeweiht wurden."
"the systematic murder under the t4 action started on 18 january 1940 in grafeneck in a gas chamber camouflaged as a shower room, which was in a ""garage"": the prison doctor let flow by operating a manometer valve carbon monoxide into the gasification chamber.","die systematischen ermordungen begannen am 18. januar 1940 in grafeneck in einer als duschraum getarnten gaskammer, die sich in einer „garage“ befand: der anstaltsarzt ließ kohlenmonoxid in den vergasungsraum einströmen."
"they recorded two tracks (lady-o-lady and sunday you need love monday be alone), as well as an almost 9-minute live version of the song broken hearts for you and me onto a 10"" mini lp.",zwei titel (lady-o-lady und sunday you need love monday be alone) sowie eine knapp neun-minütige live-fassung des liedes broken hearts for you and me ließ trio in kleiner auflage auf eine 10″-mini-lp pressen.
this principle applies to tricuspid valves as well as bicuspid or unicuspid aortic valves.,dieses prinzip gilt sowohl für die trikuspide wie auch die bikuspide und unikuspide aortenklappe.
"gähwiller can be heard on several recordings, for example under the direction of walter goehr as cleopatra in giulio cesare in egitto and as poppea in l'incoronazione di poppea as well as song singer in othmar schoeck plays othmar schoeck and in zürcher liederbuch 1986.","sylvia gähwiller ist auf mehreren tonaufnahmen zu hören, so unter der leitung von walter goehr als „cleopatra“ in giulio cesare in egitto und als „poppea“ in l’incoronazione di poppea sowie als liedsängerin in othmar schoeck plays othmar schoeck und im zürcher liederbuch 1986."
"building upon the experience of the jena region in the field of surface and thin film technologies for optics, the fraunhofer iof conducts research and development in the area of optical systems aiming at enhancing the control of light – from its generation and manipulation to its actual use.",aufbauend auf den traditionellen erfahrungen der jenaer region auf dem gebiet der oberflächen- und dünnschichttechnologien für die optik betreibt das fraunhofer iof forschung und entwicklung im bereich der optischen systemtechnik mit dem ziel der immer besseren kontrolle von licht – von der erzeugung über die führung und manipulation bis zur anwendung.
"it has similar activity to that of adrenaline and noradrenaline - a sympathomimetic, i.e. a substance that stimulates the sympathetic nervous system.","es ist – ähnlich dem adrenalin und noradrenalin – ein sympathomimetikum, also ein stoff, der die wirkungen des sympathischen nervensystems nachahmt."
"brown described these remains, in combination with other postcranial bones, in 1913 as a new genus that he considered to be like saurolophus.","brown beschrieb diese überreste 1913 zusammen mit weiteren postkranialen knochen als neue gattung, die er sich als ähnlich mit saurolophus vorstellte."
"on average, 400 sellers, showmen and restaurateurs offer guests a mixture of market dealing and fair attractions.","im schnitt vierhundert marktkaufleute, schausteller und gastronomen bieten gästen eine mischung von markthandel und jahrmarktattraktionen."
in addition the young animals born in captivity are generally conceived and born on the research terrain in order to ensure the pregnant females can give birth in an environment which is as peaceful as possible.,"außerdem werden die nachzuchten der aktion fischotterschutz in der regel auf dem forschungsgelände gezeugt und geboren, um den trächtigen fähen ein möglichst ruhiges umfeld für die geburt zu bieten."
"2000 robert bing prize of the swiss academy of medical sciences 2013 chairperson, scientific advisory board of the “ swiss foundation for research on muscle diseases ” (ssem) 2000 - 2007 council member of the der swiss society for neuroscience 2014 member of the research committee of the european neuromuscular centre (enmc) full publication list ruegg, m.a., tsim, k.w., horton, s.e., kröger, s., escher, g., gensch, e.m., and mcmahan, u.j. (1992).","2000 robert bing preis der swiss academy of medical sciences 2013 vorsitzender des wissenschaftlichen beirats der schweizerischen stiftung zur erforschung der muskelkrankheiten (ssem) 2000–2007 ratsmitglied der swiss society for neuroscience 2014 mitglied des wissenschaft komitees des „european neuromuscular center“ (enmc) vollständige publikationsliste ruegg, m.a., tsim, k.w., horton, s.e., kröger, s., escher, g., gensch, e.m., and mcmahan, u.j. (1992)."
